Attendence,Hours_Studied,Marks
96.46464646464648,10.0,82.08007389579205
60.101010101010104,13.0,52.06936012898073
87.87878787878788,10.0,74.89685262042985
98.98989898989899,4.0,83.36810394262969
51.515151515151516,4.0,43.649115714156366
97.97979797979798,16.0,84.17238327265429
95.95959595959596,0.0,80.28306131287161
97.47474747474749,10.0,82.92515875171703
51.515151515151516,11.0,44.61124482262694
55.55555555555556,3.0,46.89200812236043
55.05050505050505,3.0,46.46946569439794
53.535353535353536,4.0,45.33928542600629
55.05050505050505,13.0,47.8439358493559
75.75757575757575,5.0,64.0685992718513
96.96969696969697,1.0,81.26559318429237
88.3838383838384,16.0,76.14407714136712
62.121212121212125,10.0,53.34718879434327
93.93939393939394,7.0,79.55502070949225
83.83838383838383,6.0,70.96672513474681
82.32323232323233,2.0,69.14930978887621
76.26262626262627,10.0,65.17837677729277
54.54545454545455,9.0,46.87160535941024
94.94949494949495,2.0,79.71287048793825
94.94949494949495,2.0,79.71287048793825
62.62626262626263,16.0,54.594413315280526
51.01010101010101,9.0,43.913808363672864
80.8080808080808,10.0,68.9812586289551
62.62626262626263,11.0,53.907178237801546
63.63636363636364,16.0,55.43949817120549
59.5959595959596,6.0,50.68468859254768
89.8989898989899,7.0,76.1746812857924
82.32323232323233,15.0,70.93612099032154
78.78787878787878,9.0,67.15364190160938
53.03030303030303,2.0,44.64184896705222
83.83838383838383,5.0,70.82927811925101
65.15151515151516,5.0,55.19520828463918
89.8989898989899,17.0,77.54915144075036
68.18181818181819,11.0,58.555144945388854
54.54545454545455,6.0,46.45926431292285
88.88888888888889,3.0,74.77980836788424
51.01010101010101,11.0,44.18870239466445
72.22222222222223,11.0,61.93548436908871
90.9090909090909,7.0,77.01976614171737
63.63636363636364,15.0,55.30205115570969
63.63636363636364,3.0,53.65268696976014
55.05050505050505,2.0,46.332018678902145
73.23232323232324,1.0,61.40609907005571
79.79797979797979,14.0,68.68596183501332
67.17171717171718,12.0,57.84750710495968
75.75757575757575,8.0,64.48094031833868
74.74747474747474,9.0,63.77330247790952
57.57575757575758,0.0,48.16983678772297
66.66666666666667,7.0,56.737729599518225
98.48484848484848,14.0,84.32003166962515
90.40404040404042,10.0,77.00956476024228
50.0,0.0,41.83170036828574
69.6969696969697,11.0,59.8227722292763
89.8989898989899,8.0,76.3121283012882
54.54545454545455,13.0,47.421393421393425
76.76767676767676,1.0,64.36389606579309
77.27272727272728,5.0,65.33622655573875
53.535353535353536,6.0,45.61417945699789
82.32323232323233,6.0,69.69909785085939
66.66666666666667,2.0,56.050494522039244
53.535353535353536,15.0,46.85120259646005
65.15151515151516,8.0,55.60754933112656
91.41414141414143,0.0,76.48017946120927
80.30303030303031,4.0,67.73403410801785
51.01010101010101,3.0,43.08912627069809
70.70707070707071,14.0,61.080198131688654
88.3838383838384,15.0,76.00663012587133
91.41414141414143,17.0,78.81677872463781
89.3939393939394,7.0,75.75213885782992
64.14141414141415,14.0,55.58714656817638
96.96969696969697,11.0,82.64006333925033
88.88888888888889,16.0,76.56661956932959
55.05050505050505,7.0,47.019253756381126
97.97979797979798,12.0,83.6225952106711
54.04040404040404,0.0,45.212039791985596
58.08080808080808,1.0,48.72982623118125
92.92929292929293,7.0,78.70993585356729
57.57575757575758,0.0,48.16983678772297
90.40404040404042,8.0,76.7346707292507
50.505050505050505,15.0,44.315948028685156
90.9090909090909,2.0,76.33253106423838
61.61616161616162,6.0,52.374858304397605
55.55555555555556,10.0,47.85413723083101
87.37373737373738,16.0,75.29899228544217
52.525252525252526,17.0,46.28101177152668
55.55555555555556,12.0,48.1290312618226
91.41414141414143,5.0,77.16741453868826
67.67676767676768,4.0,57.1704734089558
74.24242424242425,2.0,62.38863094147648
55.05050505050505,16.0,48.25627689584329
52.525252525252526,17.0,46.28101177152668
58.08080808080808,11.0,50.10429638613921
51.01010101010101,11.0,44.18870239466445
76.76767676767676,1.0,64.36389606579309
94.94949494949495,16.0,81.63712870487939
87.87878787878788,14.0,75.44664068241303
92.42424242424244,7.0,78.28739342560482
57.57575757575758,16.0,50.36898903565571
81.81818181818181,0.0,68.45187332992211
81.81818181818181,3.0,68.86421437640949
81.81818181818181,15.0,70.51357856235904
83.83838383838383,13.0,71.92885424321737
58.58585858585859,8.0,50.114497767614296
73.23232323232324,4.0,61.81844011654311
74.24242424242425,16.0,64.31288915841762
86.36363636363637,15.0,74.3164604140214
75.25252525252526,10.0,64.3332919213678
64.14141414141415,5.0,54.35012342871422
88.3838383838384,9.0,75.18194803289656
71.71717171717172,10.0,61.37549492563044
81.31313131313132,8.0,69.128907025926
90.9090909090909,4.0,76.60742509522998
53.03030303030303,7.0,45.3290840445312
93.93939393939394,16.0,80.79204384895442
69.1919191919192,7.0,58.850441739330634
90.9090909090909,15.0,78.11934226568374
58.08080808080808,13.0,50.3791904171308
69.1919191919192,17.0,60.2249118942886
99.4949494949495,3.0,83.65319935509638
95.95959595959596,12.0,81.93242549882116
83.83838383838383,7.0,71.1041721502426
82.82828282828282,5.0,69.98419326332605
57.57575757575758,12.0,49.81920097367253
90.40404040404042,17.0,77.97169386871285
53.535353535353536,5.0,45.47673244150209
57.57575757575758,11.0,49.68175395817673
95.45454545454547,4.0,80.41030694689232
50.0,17.0,44.16829963171426
78.78787878787878,15.0,67.97832399458414
84.84848484848484,17.0,73.32372716112553
98.48484848484848,13.0,84.18258465412937
64.64646464646465,4.0,54.63521884118091
83.33333333333334,6.0,70.54418270678434
73.23232323232324,9.0,62.50567519402208
66.66666666666667,13.0,57.562411692493
95.45454545454547,3.0,80.27285993139652
56.06060606060606,6.0,47.726891596810304
92.92929292929293,16.0,79.94695899302945
52.525252525252526,12.0,45.5937766940477
78.28282828282829,1.0,65.63152334968053
96.96969696969697,5.0,81.81538124627556
61.111111111111114,11.0,52.6395509539141
60.60606060606061,15.0,52.766796587934806
54.54545454545455,4.0,46.18437028193126
69.6969696969697,5.0,58.998090136301535
81.31313131313132,5.0,68.71656597943861
94.44444444444446,1.0,79.15288104447997
68.68686868686869,6.0,58.29045229587236
64.14141414141415,4.0,54.212676413218425
80.8080808080808,11.0,69.1187056444509
65.65656565656566,3.0,55.34285668161007
51.01010101010101,10.0,44.05125537916866
61.111111111111114,14.0,53.05189200040149
52.525252525252526,7.0,44.90654161656872
59.09090909090909,10.0,50.81193422656838
61.61616161616162,4.0,52.099964273406016
79.2929292929293,4.0,66.88894925209289
56.06060606060606,10.0,48.27667965879348
65.15151515151516,6.0,55.33265530013498
99.4949494949495,3.0,83.65319935509638
71.71717171717172,4.0,60.55081283265566
96.96969696969697,5.0,81.81538124627556
59.09090909090909,5.0,50.124699149089395
92.92929292929293,1.0,77.88525376059252
60.101010101010104,13.0,52.06936012898073
62.121212121212125,17.0,54.30931790281384
64.64646464646465,3.0,54.497771825685106
55.05050505050505,17.0,48.39372391133909
89.8989898989899,15.0,77.27425740975877
71.71717171717172,4.0,60.55081283265566
60.101010101010104,10.0,51.65701908249335
65.15151515151516,0.0,54.507973207160205
78.28282828282829,9.0,66.7310994736469
87.87878787878788,14.0,75.44664068241303
94.44444444444446,6.0,79.84011612195896
91.41414141414143,14.0,78.40443767815043
85.85858585858585,7.0,72.79434186209252
94.44444444444446,8.0,80.11501015295055
65.65656565656566,11.0,56.442432805576445
59.5959595959596,8.0,50.95958262353927
87.37373737373738,17.0,75.43643930093796
70.70707070707071,1.0,59.2933869302433
72.72727272727273,2.0,61.12100365758903
87.37373737373738,17.0,75.43643930093796
72.22222222222223,6.0,61.248249291609724
92.42424242424244,3.0,77.73760536362164
77.77777777777777,17.0,67.40813316965078
63.131313131313135,5.0,53.50503857278925
93.43434343434345,0.0,78.17034917305921
77.27272727272728,15.0,66.71069671069672
60.101010101010104,4.0,50.832336989518566
96.96969696969697,1.0,81.26559318429237
74.74747474747474,10.0,63.91074949340532
60.101010101010104,15.0,52.34425415997232
93.93939393939394,8.0,79.69246772498806
93.93939393939394,1.0,78.73033861651749
96.96969696969697,6.0,81.95282826177134
71.21212121212122,6.0,60.40316443568477
50.0,10.0,43.2061705232437
61.61616161616162,17.0,53.886775474851355
89.8989898989899,9.0,76.44957531678399
81.81818181818181,10.0,69.82634348488007
63.131313131313135,15.0,54.87950872774721
50.0,16.0,44.030852616218475
95.95959595959596,7.0,81.24519042134219
93.43434343434345,10.0,79.54481932801717
51.515151515151516,13.0,44.886138853618526
87.37373737373738,7.0,74.06196914598
50.0,11.0,43.34361753873949
81.81818181818181,6.0,69.27655542289688
53.03030303030303,12.0,46.01631912201018
88.88888888888889,2.0,74.64236135238845
55.05050505050505,7.0,47.019253756381126
64.14141414141415,17.0,55.999487614663764
76.76767676767676,12.0,65.87581323624684
54.04040404040404,16.0,47.411192039918326
89.3939393939394,3.0,75.20235079584674
65.15151515151516,14.0,56.432231424101346
56.56565656565657,7.0,48.28688104026858
59.09090909090909,4.0,49.9872521335936
57.57575757575758,3.0,48.582177834210356
71.71717171717172,3.0,60.41336581715986
60.101010101010104,8.0,51.38212505150175
59.09090909090909,0.0,49.437464071610414
77.27272727272728,6.0,65.47367357123456
81.31313131313132,15.0,70.09103613439657
89.3939393939394,15.0,76.85171498179629
53.535353535353536,14.0,46.71375558096425
97.47474747474749,0.0,81.55068859675907
69.6969696969697,13.0,60.09766626026789
92.92929292929293,16.0,79.94695899302945
86.86868686868686,10.0,74.05176776450489
91.41414141414143,1.0,76.61762647670508
63.131313131313135,12.0,54.467167681259824
72.72727272727273,10.0,62.220579781555394
95.45454545454547,8.0,80.96009500887551
62.121212121212125,10.0,53.34718879434327
84.34343434343435,4.0,71.11437353171773
84.84848484848484,16.0,73.18628014562972
100.0,6.0,84.48808282954626
55.55555555555556,11.0,47.9915842463268
72.22222222222223,9.0,61.66059033809712
81.31313131313132,15.0,70.09103613439657
86.86868686868686,7.0,73.6394267180175
88.3838383838384,14.0,75.86918311037554
96.46464646464648,16.0,82.90475598876684
73.23232323232324,7.0,62.23078116303049
88.3838383838384,7.0,74.90705400190497
66.66666666666667,8.0,56.87517661501403
86.86868686868686,7.0,73.6394267180175
86.36363636363637,0.0,72.25475518158447
89.8989898989899,3.0,75.62489322380921
51.01010101010101,13.0,44.46359642565605
56.06060606060606,14.0,48.82646772077668
63.131313131313135,0.0,52.81780349531027
68.18181818181819,14.0,58.967485991876245
100.0,0.0,83.66340073657148
52.02020202020202,5.0,44.209105157614644
71.71717171717172,13.0,61.787835972117826
73.23232323232324,9.0,62.50567519402208
85.85858585858585,0.0,71.83221275362196
60.60606060606061,8.0,51.804667479464236
97.97979797979798,10.0,83.3477011796795
97.97979797979798,0.0,81.97323102472154
61.61616161616162,15.0,53.61188144385977
75.75757575757575,2.0,63.65625822536392
54.04040404040404,13.0,46.99885099343094
70.70707070707071,4.0,59.70572797673069
84.84848484848484,0.0,70.987127897697
52.525252525252526,11.0,45.4563296785519
86.86868686868686,5.0,73.36453268702591
65.65656565656566,3.0,55.34285668161007
91.91919191919192,9.0,78.13974502863393
53.535353535353536,0.0,44.78949736402311
95.95959595959596,10.0,81.65753146782957
55.05050505050505,13.0,47.8439358493559
67.17171717171718,10.0,57.5726130739681
65.65656565656566,16.0,57.12966788305542
93.93939393939394,0.0,78.59289160102169
96.96969696969697,1.0,81.26559318429237
85.35353535353536,5.0,72.09690540313848
89.8989898989899,11.0,76.72446934777558
72.22222222222223,16.0,62.62271944656769
58.58585858585859,12.0,50.66428582959748
90.9090909090909,3.0,76.46997807973418
77.77777777777777,13.0,66.85834510766759
79.2929292929293,14.0,68.26341940705085
65.65656565656566,10.0,56.30498579008064
59.5959595959596,9.0,51.097029639035064
69.6969696969697,3.0,58.72319610530993
99.4949494949495,3.0,83.65319935509638
54.04040404040404,1.0,45.349486807481384
95.95959595959596,1.0,80.4205083283674
84.84848484848484,10.0,72.36159805265495
71.21212121212122,12.0,61.22784652865954
65.15151515151516,0.0,54.507973207160205
69.1919191919192,8.0,58.987888754826436
64.14141414141415,14.0,55.58714656817638
57.07070707070707,13.0,49.53410556120584
66.66666666666667,10.0,57.15007064600561
87.37373737373738,17.0,75.43643930093796
59.5959595959596,7.0,50.82213560804347
98.48484848484848,12.0,84.04513763863358
58.08080808080808,5.0,49.27961429316443
60.60606060606061,1.0,50.842538370993665
86.86868686868686,5.0,73.36453268702591
62.62626262626263,1.0,52.532708082843584
50.505050505050505,13.0,44.04105399769357
100.0,12.0,85.31276492252103
88.3838383838384,8.0,75.04450101740076
57.07070707070707,13.0,49.53410556120584
57.57575757575758,11.0,49.68175395817673
85.35353535353536,0.0,71.4096703256595
91.91919191919192,15.0,78.96442712160871
58.08080808080808,2.0,48.867273246677044
90.9090909090909,10.0,77.43210718820475
56.56565656565657,0.0,47.324751931798005
90.40404040404042,15.0,77.69679983772126
85.35353535353536,9.0,72.64669346512167
57.07070707070707,4.0,48.297082421743674
74.74747474747474,3.0,62.94862038493475
75.75757575757575,15.0,65.44306942680926
91.41414141414143,5.0,77.16741453868826
74.24242424242425,12.0,63.76310109643443
50.505050505050505,3.0,42.666583842735605
67.67676767676768,14.0,58.54494356391376
70.20202020202021,9.0,59.97042062624719
75.75757575757575,12.0,65.03072838032188
66.66666666666667,16.0,57.97475273898039
69.6969696969697,15.0,60.37256029125949
97.97979797979798,16.0,84.17238327265429
63.63636363636364,14.0,55.164604140213896
59.5959595959596,17.0,52.196605763001436
68.18181818181819,6.0,57.86790986790988
95.95959595959596,4.0,80.8328493748548
67.17171717171718,11.0,57.710060089463894
92.92929292929293,5.0,78.4350418225757
72.72727272727273,17.0,63.182708890025964
53.535353535353536,6.0,45.61417945699789
54.04040404040404,8.0,46.311615915951954
85.85858585858585,7.0,72.79434186209252
69.6969696969697,8.0,59.41043118278892
94.44444444444446,11.0,80.52735119943793
78.28282828282829,4.0,66.04386439616792
93.93939393939394,11.0,80.10480877147545
79.79797979797979,14.0,68.68596183501332
92.42424242424244,1.0,77.46271133263005
74.74747474747474,14.0,64.4605375553885
81.81818181818181,1.0,68.5893203454179
55.55555555555556,7.0,47.441796184343616
79.79797979797979,6.0,67.58638571104694
78.28282828282829,14.0,67.4183345511259
57.57575757575758,3.0,48.582177834210356
50.0,0.0,41.83170036828574
75.75757575757575,6.0,64.2060462873471
88.3838383838384,7.0,74.90705400190497
71.71717171717172,5.0,60.68825984815145
53.535353535353536,11.0,46.30141453447686
78.28282828282829,3.0,65.90641738067212
55.55555555555556,15.0,48.54137230830998
51.515151515151516,7.0,44.06145676064376
70.20202020202021,10.0,60.107867641742985
71.21212121212122,6.0,60.40316443568477
61.61616161616162,5.0,52.237411288901804
91.41414141414143,16.0,78.67933170914202
59.5959595959596,8.0,50.95958262353927
89.8989898989899,8.0,76.3121283012882
78.78787878787878,7.0,66.87874787061779
88.3838383838384,16.0,76.14407714136712
72.72727272727273,14.0,62.77036784353858
93.93939393939394,6.0,79.41757369399646
64.64646464646465,3.0,54.497771825685106
63.63636363636364,15.0,55.30205115570969
88.88888888888889,6.0,75.19214941437163
51.01010101010101,9.0,43.913808363672864
54.04040404040404,2.0,45.486933822977186
95.45454545454547,4.0,80.41030694689232
84.84848484848484,0.0,70.987127897697
69.6969696969697,17.0,60.64745432225107
73.23232323232324,7.0,62.23078116303049
97.97979797979798,4.0,82.52301908670474
97.47474747474749,6.0,82.37537068973384
56.56565656565657,17.0,49.661351195226544
92.42424242424244,7.0,78.28739342560482
89.8989898989899,1.0,75.34999919281763
66.16161616161617,6.0,56.17774015605995
99.4949494949495,1.0,83.37830532410477
60.60606060606061,6.0,51.52977344847263
84.84848484848484,13.0,72.77393909914234
87.87878787878788,6.0,74.34706455844666
59.5959595959596,11.0,51.37192367002665
60.60606060606061,10.0,52.07956151045582
68.18181818181819,17.0,59.379827038363636
97.97979797979798,5.0,82.66046610220052
81.31313131313132,14.0,69.95358911890078
83.33333333333334,0.0,69.71950061380957
90.40404040404042,6.0,76.45977669825909
98.98989898989899,14.0,84.74257409758765
58.08080808080808,5.0,49.27961429316443
86.36363636363637,9.0,73.49177832104664
83.83838383838383,0.0,70.14204304177204
86.36363636363637,14.0,74.17901339852561
83.33333333333334,8.0,70.81907673777594
57.07070707070707,3.0,48.15963540624788
82.82828282828282,10.0,70.67142834080502
89.3939393939394,11.0,76.30192691981311
98.48484848484848,5.0,83.083008530163
65.15151515151516,9.0,55.744996346622365
63.131313131313135,9.0,54.05482663477244
76.76767676767676,1.0,64.36389606579309
57.57575757575758,14.0,50.09409500466411
87.87878787878788,12.0,75.17174665142144
57.57575757575758,17.0,50.506436051151496
79.79797979797979,16.0,68.96085586600492
75.75757575757575,0.0,63.38136419437232
70.70707070707071,6.0,59.98062200772229
77.77777777777777,13.0,66.85834510766759
99.4949494949495,9.0,84.47788144807114
98.98989898989899,10.0,84.19278603560447
76.76767676767676,12.0,65.87581323624684
58.58585858585859,2.0,49.28981567463953
57.07070707070707,10.0,49.12176451471844
83.33333333333334,1.0,69.85694762930537
58.58585858585859,1.0,49.152368659143725
94.94949494949495,11.0,80.94989362740041
92.42424242424244,5.0,78.01249939461323
62.62626262626263,15.0,54.456966299784725
83.83838383838383,9.0,71.3790661812342
72.72727272727273,16.0,63.045261874530176
63.63636363636364,16.0,55.43949817120549
86.86868686868686,0.0,72.67729760954693
90.40404040404042,16.0,77.83424685321707
83.83838383838383,3.0,70.55438408825943
74.74747474747474,8.0,63.63585546241373
61.111111111111114,10.0,52.5021039384183
60.60606060606061,2.0,50.97998538648945
81.81818181818181,13.0,70.23868453136745
82.82828282828282,6.0,70.12164027882186
84.34343434343435,14.0,72.48884368667568
60.60606060606061,7.0,51.667220463968434
52.02020202020202,4.0,44.07165814211885
85.35353535353536,11.0,72.92158749611325
98.48484848484848,6.0,83.2204555456588
50.505050505050505,6.0,43.078924889222996
82.32323232323233,15.0,70.93612099032154
100.0,8.0,84.76297686053783
93.93939393939394,9.0,79.82991474048386
97.97979797979798,5.0,82.66046610220052
90.9090909090909,13.0,77.84444823469215
95.95959595959596,13.0,82.06987251431697
83.33333333333334,12.0,71.36886479975912
83.83838383838383,6.0,70.96672513474681
74.74747474747474,1.0,62.67372635394315
59.5959595959596,3.0,50.27234754606028
67.17171717171718,13.0,57.984954120455484
86.36363636363637,2.0,72.52964921257605
99.4949494949495,0.0,83.24085830860899
90.40404040404042,11.0,77.14701177573808
67.67676767676768,14.0,58.54494356391376
76.76767676767676,6.0,65.05113114327206
84.34343434343435,13.0,72.35139667117988
64.14141414141415,9.0,54.899911490697406
84.34343434343435,7.0,71.52671457820512
59.5959595959596,11.0,51.37192367002665
82.32323232323233,11.0,70.38633292833836
60.60606060606061,1.0,50.842538370993665
86.86868686868686,16.0,74.87644985747967
76.26262626262627,7.0,64.76603573080538
75.25252525252526,10.0,64.3332919213678
99.4949494949495,16.0,85.44001055654171
89.3939393939394,16.0,76.9891619972921
68.68686868686869,14.0,59.39002841983872
78.28282828282829,8.0,66.59365245815111
90.9090909090909,12.0,77.70700121919634
76.26262626262627,14.0,65.72816483927595
95.95959595959596,11.0,81.79497848332538
53.535353535353536,14.0,46.71375558096425
98.48484848484848,1.0,82.53322046817982
67.67676767676768,17.0,58.95728461040115
70.20202020202021,6.0,59.558079579759806
52.525252525252526,14.0,45.86867072503929
65.15151515151516,14.0,56.432231424101346
64.14141414141415,13.0,55.44969955268058
64.64646464646465,5.0,54.772665856676696
74.24242424242425,3.0,62.52607795697227
83.83838383838383,16.0,72.34119528970477
77.27272727272728,8.0,65.74856760222615
51.515151515151516,5.0,43.78656272965216
57.07070707070707,0.0,47.74729435976049
81.81818181818181,11.0,69.96379050037586
88.88888888888889,11.0,75.8793844918506
55.05050505050505,2.0,46.332018678902145
72.72727272727273,17.0,63.182708890025964
60.101010101010104,0.0,50.28254892753538
64.64646464646465,3.0,54.497771825685106
83.33333333333334,12.0,71.36886479975912
84.84848484848484,9.0,72.22415103715916
62.121212121212125,12.0,53.62208282533486
63.63636363636364,4.0,53.79013398525594
65.65656565656566,4.0,55.48030369710586
100.0,8.0,84.76297686053783
79.79797979797979,9.0,67.99872675753434
91.91919191919192,5.0,77.58995696665073
56.06060606060606,12.0,48.55157368978507
71.71717171717172,16.0,62.20017701860521
58.08080808080808,3.0,49.004720262172846
89.8989898989899,6.0,76.03723427029661
75.75757575757575,11.0,64.89328136482608
67.67676767676768,15.0,58.682390579409564
92.92929292929293,15.0,79.80951197753366
70.20202020202021,1.0,58.87084450228082
60.60606060606061,1.0,50.842538370993665
90.40404040404042,4.0,76.1848826672675
83.33333333333334,12.0,71.36886479975912
94.94949494949495,12.0,81.08734064289621
75.25252525252526,15.0,65.02052699884679
97.97979797979798,13.0,83.76004222616689
97.97979797979798,3.0,82.38557207120893
64.14141414141415,10.0,55.03735850619319
90.9090909090909,7.0,77.01976614171737
90.9090909090909,0.0,76.05763703324679
87.87878787878788,15.0,75.58408769790883
98.48484848484848,3.0,82.80811449917141
70.70707070707071,16.0,61.35509216268024
84.34343434343435,5.0,71.25182054721351
51.515151515151516,6.0,43.924009745147956
87.87878787878788,12.0,75.17174665142144
61.61616161616162,11.0,53.062093381876586
65.15151515151516,7.0,55.470102315630776
65.15151515151516,8.0,55.60754933112656
59.5959595959596,1.0,49.9974535150687
61.111111111111114,12.0,52.7769979694099
79.2929292929293,8.0,67.43873731407608
97.47474747474749,9.0,82.78771173622123
92.92929292929293,0.0,77.74780674509672
94.44444444444446,11.0,80.52735119943793
82.82828282828282,10.0,70.67142834080502
79.79797979797979,3.0,67.17404466455956
82.32323232323233,7.0,69.83654486635518
70.70707070707071,3.0,59.568280961234905
80.30303030303031,3.0,67.59658709252206
70.20202020202021,10.0,60.107867641742985
52.525252525252526,4.0,44.494200570081325
55.05050505050505,13.0,47.8439358493559
95.45454545454547,3.0,80.27285993139652
91.41414141414143,13.0,78.26699066265464
81.81818181818181,3.0,68.86421437640949
69.1919191919192,2.0,58.16320666185165
79.79797979797979,0.0,66.76170361807218
76.76767676767676,10.0,65.60091920525524
85.85858585858585,13.0,73.6190239550673
75.75757575757575,6.0,64.2060462873471
71.21212121212122,5.0,60.26571742018897
59.5959595959596,13.0,51.64681770101825
65.15151515151516,13.0,56.294784408605544
96.96969696969697,6.0,81.95282826177134
93.43434343434345,17.0,80.50694843648775
80.8080808080808,8.0,68.70636459796351
94.94949494949495,9.0,80.67499959640881
55.05050505050505,6.0,46.88180674088533
65.15151515151516,4.0,55.05776126914339
87.37373737373738,5.0,73.78707511498841
94.44444444444446,14.0,80.93969224592533
83.83838383838383,9.0,71.3790661812342
87.37373737373738,9.0,74.33686317697159
54.04040404040404,5.0,45.89927486946457
83.83838383838383,3.0,70.55438408825943
73.73737373737374,4.0,62.24098254450559
82.82828282828282,17.0,71.6335574492756
58.08080808080808,2.0,48.867273246677044
63.63636363636364,1.0,53.37779293876856
90.40404040404042,8.0,76.7346707292507
70.70707070707071,9.0,60.39296305420967
64.64646464646465,5.0,54.772665856676696
58.08080808080808,3.0,49.004720262172846
78.78787878787878,12.0,67.56598294809676
78.28282828282829,5.0,66.18131141166373
87.37373737373738,4.0,73.64962809949262
81.31313131313132,17.0,70.36593016538816
95.95959595959596,6.0,81.10774340584639
55.05050505050505,6.0,46.88180674088533
97.97979797979798,15.0,84.03493625715848
74.24242424242425,17.0,64.45033617391341
79.2929292929293,9.0,67.57618432957187
67.17171717171718,14.0,58.12240113595128
71.71717171717172,16.0,62.20017701860521
79.79797979797979,13.0,68.54851481951754
79.79797979797979,13.0,68.54851481951754
84.84848484848484,13.0,72.77393909914234
55.05050505050505,3.0,46.46946569439794
68.18181818181819,13.0,58.83003897638045
55.05050505050505,9.0,47.294147787372715
69.6969696969697,4.0,58.86064312080573
68.68686868686869,2.0,57.74066423388918
64.64646464646465,13.0,55.87224198064306
98.98989898989899,7.0,83.78044498911709
62.121212121212125,6.0,52.79740073236009
88.3838383838384,4.0,74.49471295541757
61.61616161616162,5.0,52.237411288901804
99.4949494949495,1.0,83.37830532410477
86.36363636363637,11.0,73.76667235203821
96.96969696969697,8.0,82.22772229276295
78.78787878787878,14.0,67.84087697908836
81.31313131313132,8.0,69.128907025926
70.70707070707071,2.0,59.4308339457391
54.54545454545455,3.0,46.04692326643546
61.61616161616162,0.0,51.55017621142283
55.05050505050505,14.0,47.9813828648517
69.6969696969697,1.0,58.44830207431835
78.28282828282829,16.0,67.69322858211747
97.97979797979798,14.0,83.89748924166268
51.01010101010101,4.0,43.22657328619388
62.121212121212125,7.0,52.93484774785588
94.44444444444446,10.0,80.38990418394214
76.26262626262627,7.0,64.76603573080538
